,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-08-31,46.6,47.96,39.42,62.9,367.83,59.82,41.4,37.2,24.56,62.69,44.41,52.36,112.03,42.2,33.0,49.72,14.81,21.95,17.2,215.23,26.64,52.15,32.58,77.96,20.42,32.52,163.33,91.04,24.24,44.16,34.45,41.56,85.27,47.24,8.09,25.17,29.88,31.57,24.39,19.62,10.47,16.38,71.84,58.35,66.43,50.19,32.32,59.23,24.36,14.38,4.5,7.79,13.61,68.9,34.72,83.48,14.63,50.59,30.82
2011-09-01,46.53,47.76,38.81,62.13,364.19,59.56,41.01,37.01,24.2,62.34,43.51,51.64,108.12,42.17,33.42,49.22,14.71,21.76,17.14,212.54,26.16,52.25,32.58,76.67,20.53,32.32,161.83,90.74,23.43,43.74,34.32,41.27,82.97,46.85,7.83,24.63,29.54,31.14,23.8,19.42,10.21,16.18,71.17,57.96,65.41,49.87,32.66,58.33,24.02,14.22,4.42,7.61,13.35,68.4,33.56,83.17,14.77,49.52,30.83
2011-09-02,45.48,46.8,37.63,60.23,357.52,58.77,39.58,36.26,23.82,61.75,41.84,49.94,103.2,41.52,32.59,48.64,14.31,20.73,16.73,210.0,24.82,51.12,32.25,74.55,19.94,31.17,158.65,88.8,22.47,42.77,33.99,40.18,80.0,46.03,7.17,23.51,28.88,30.43,23.34,18.95,9.81,15.36,69.34,57.31,63.9,49.54,31.8,56.33,22.78,13.78,4.32,7.42,12.87,67.15,32.01,82.26,14.38,47.98,30.34
2011-09-06,44.98,46.37,37.16,59.05,362.96,57.98,38.8,36.09,23.56,61.87,40.58,48.89,100.79,41.74,32.9,48.31,13.85,19.86,16.9,216.18,24.16,49.9,32.11,73.35,19.66,30.89,156.87,88.06,22.21,42.21,34.35,38.28,80.3,45.06,6.92,23.17,28.3,30.31,23.18,18.7,9.62,15.02,68.27,57.16,63.77,49.45,30.45,55.74,22.11,13.78,4.18,7.33,12.91,66.22,30.91,82.01,14.26,47.85,29.7
2011-09-07,46.08,48.22,38.15,61.05,366.97,57.21,39.12,36.68,24.01,62.71,42.5,50.82,104.43,43.06,33.82,49.0,14.35,20.45,17.23,219.9,25.16,50.89,32.74,75.69,20.31,31.49,158.96,91.45,23.18,43.4,35.52,39.61,83.1,45.7,7.4,25.23,28.99,31.09,24.09,19.24,9.94,15.5,69.85,57.47,65.31,50.28,30.95,56.71,22.59,14.07,4.26,7.54,13.61,68.55,32.19,82.45,14.82,49.19,30.0
2011-09-08,45.1,47.79,37.77,59.09,367.17,56.95,38.61,36.32,24.21,62.38,41.79,49.26,101.01,42.43,33.63,48.8,14.16,20.1,17.06,217.26,24.39,49.99,32.92,74.46,20.34,30.32,157.0,90.64,22.66,42.44,35.51,39.38,81.56,45.27,7.13,24.43,28.16,30.7,24.01,20.03,9.73,15.11,69.37,57.64,64.41,50.27,30.41,55.83,22.34,13.87,4.15,7.36,14.44,67.78,30.98,81.82,15.2,48.89,29.13
2011-09-09,43.97,45.61,37.06,58.13,360.8,55.69,36.87,35.67,23.77,61.57,40.33,47.29,98.56,41.73,33.12,48.01,13.7,19.63,16.57,211.39,23.73,49.44,32.08,72.01,19.85,29.08,153.32,87.67,21.84,41.41,35.01,38.14,78.67,44.04,6.91,23.21,27.27,30.14,24.27,19.28,9.46,14.5,67.8,56.66,64.08,49.06,29.53,54.54,21.2,13.51,4.16,6.95,14.48,66.09,29.65,78.51,14.77,47.99,28.44
2011-09-12,43.98,45.79,37.33,58.69,363.15,55.83,36.46,35.52,23.91,61.59,40.13,47.21,99.21,41.14,33.43,48.44,13.63,19.5,16.54,216.56,23.69,48.72,32.09,73.49,20.07,28.63,154.31,88.34,22.38,40.51,35.28,37.82,78.59,44.3,6.98,23.43,27.56,30.6,24.46,19.29,9.52,14.48,68.17,56.65,64.68,48.64,29.3,54.45,21.24,13.73,4.13,7.06,14.26,66.87,29.97,79.59,15.02,48.55,28.01
2011-09-13,44.33,46.21,37.47,59.12,367.63,56.2,37.0,35.37,24.05,61.82,41.5,47.48,100.34,41.96,33.68,48.22,13.99,19.54,16.61,219.53,24.79,49.28,32.18,73.1,20.74,28.68,155.27,88.36,22.62,40.85,35.07,37.86,79.67,44.7,6.93,24.0,27.78,30.89,24.8,19.08,9.57,15.11,69.05,56.75,65.1,48.47,29.88,54.53,21.36,13.91,4.24,7.21,14.26,66.69,30.03,79.52,15.26,48.52,27.68
2011-09-14,45.16,47.26,37.45,59.29,372.1,57.17,38.5,35.61,24.47,62.47,42.48,48.3,100.77,42.87,34.35,48.79,14.34,19.88,16.69,222.57,25.74,49.96,32.49,74.63,20.87,29.22,158.89,89.63,22.93,41.64,35.18,38.45,80.07,43.38,6.98,24.33,28.23,31.72,25.38,18.97,9.71,16.17,69.57,57.12,65.88,48.66,30.4,55.33,21.57,14.37,4.27,7.34,14.55,67.61,30.32,80.1,15.24,49.01,28.16
2011-09-15,45.81,47.62,37.91,60.51,375.6,58.69,38.72,35.77,24.92,62.97,43.16,49.65,104.08,43.29,34.96,49.08,14.74,20.03,16.76,226.78,26.22,50.36,33.07,75.75,21.47,29.87,161.6,91.42,23.39,42.52,35.4,39.34,81.15,43.26,7.25,24.88,29.15,32.42,25.79,19.36,10.01,15.85,71.21,57.52,67.55,49.62,31.5,56.59,21.89,14.81,4.33,7.42,14.89,68.89,31.25,81.32,15.56,50.17,28.36
2011-09-16,46.06,48.35,38.42,61.5,382.8,57.61,39.06,36.01,25.04,63.91,42.76,49.6,103.61,43.92,34.64,49.22,14.97,20.5,16.45,239.3,26.57,50.0,33.17,75.66,21.78,29.84,164.36,91.76,23.17,43.1,34.75,39.09,80.49,44.29,7.16,25.28,29.22,32.73,25.89,19.17,10.0,16.19,70.81,58.94,68.08,49.89,31.42,56.02,22.14,14.7,4.42,7.53,14.97,69.39,30.9,81.52,15.51,50.77,28.4
2011-09-19,45.71,46.97,38.19,60.35,393.44,56.22,38.2,36.06,25.13,64.01,42.15,48.47,101.03,43.77,34.73,49.03,14.83,20.17,16.37,241.69,26.15,49.31,32.82,74.42,21.7,29.26,164.49,90.92,22.59,42.43,34.24,38.28,79.27,43.84,6.92,24.5,29.04,32.49,25.78,18.49,9.92,15.9,70.84,58.47,68.67,49.42,31.31,55.62,21.55,14.38,4.39,7.42,14.61,68.6,30.03,82.0,15.41,49.9,28.01
2011-09-20,45.87,47.53,37.71,59.79,395.18,56.06,37.27,36.51,24.91,64.52,40.84,48.59,98.91,44.07,34.77,48.88,14.7,19.81,16.53,233.25,26.03,49.41,32.9,74.42,21.57,29.57,166.0,90.07,22.91,42.04,34.35,38.05,78.39,44.07,6.83,24.44,29.46,32.92,25.63,18.12,9.81,15.86,70.43,58.71,67.55,49.38,30.91,55.05,21.14,14.39,4.31,7.28,14.36,68.89,29.81,82.47,15.43,49.88,28.16
2011-09-21,44.46,46.53,36.3,57.4,393.93,56.44,35.11,35.55,24.0,63.46,38.41,48.22,94.33,42.21,34.09,47.97,14.1,19.18,16.17,231.87,25.27,49.0,32.26,71.72,20.75,28.64,164.38,86.83,22.02,40.81,33.89,37.24,74.36,43.53,6.31,22.8,28.3,32.0,25.02,17.18,9.38,15.27,68.3,57.74,65.05,48.62,30.01,52.94,22.56,14.21,4.23,7.03,13.96,66.99,28.05,80.81,14.78,48.06,27.69
2011-09-22,43.04,44.99,35.41,55.24,384.07,56.56,32.69,35.01,23.14,63.37,36.78,46.79,90.59,41.0,33.02,47.0,13.79,18.66,15.85,223.23,24.38,48.16,31.58,68.49,19.96,28.01,160.2,83.05,21.52,38.1,33.2,35.63,69.25,42.75,6.0,21.47,27.28,31.26,24.41,16.04,9.06,14.73,66.97,56.05,65.49,48.43,28.97,51.64,21.45,13.54,4.12,6.67,13.99,64.45,27.06,79.4,14.31,47.36,27.55
2011-09-23,42.79,44.81,35.85,55.98,386.44,56.02,34.24,35.33,23.14,64.08,36.71,46.85,91.75,41.71,32.7,47.49,13.94,19.02,15.82,223.61,24.72,47.93,31.39,69.51,20.32,28.37,160.89,82.9,22.0,37.01,32.74,35.78,69.21,43.28,6.24,22.05,28.21,31.89,25.33,15.96,9.28,15.4,67.85,56.12,64.55,48.6,29.07,51.69,21.0,13.93,4.22,6.66,14.71,64.51,27.35,80.68,14.57,47.28,28.0
2011-09-26,43.9,45.88,36.85,58.33,385.36,57.46,35.26,36.07,23.49,64.84,37.14,47.93,95.56,42.63,33.77,48.45,14.27,18.99,16.11,229.85,25.19,48.91,32.02,70.64,20.79,29.0,165.8,84.27,23.02,38.0,33.0,37.2,72.01,44.54,6.53,23.31,29.02,32.16,25.5,16.58,9.49,15.81,68.77,57.3,66.06,49.35,29.78,52.55,21.37,14.27,4.34,6.95,14.75,66.76,29.26,82.49,14.92,48.54,28.49
2011-09-27,43.99,45.42,37.0,59.06,381.62,57.96,35.83,36.65,23.7,65.19,38.25,49.31,95.96,42.72,31.65,48.64,14.45,19.22,16.09,224.21,25.88,49.46,32.4,71.66,21.2,29.66,168.84,86.15,23.18,38.66,33.28,37.99,72.78,45.74,6.41,23.23,29.94,32.04,26.09,16.58,9.53,16.27,68.8,57.96,66.5,50.06,30.03,53.88,22.19,14.67,4.41,7.11,14.54,67.86,29.18,82.86,15.0,49.54,28.74
2011-09-28,43.28,44.83,36.74,58.25,379.47,57.53,33.37,36.31,23.62,63.94,36.57,49.3,92.85,41.62,30.7,47.96,14.16,19.34,15.91,229.71,25.29,49.82,31.69,69.15,20.89,29.39,168.69,84.5,22.7,37.4,32.64,37.7,70.35,45.15,6.1,22.56,29.05,31.78,25.43,15.94,9.35,15.47,69.14,57.48,65.65,49.61,29.57,53.1,21.82,14.41,4.44,6.9,14.19,67.08,28.17,81.28,14.78,48.26,28.46
2011-09-29,44.07,45.07,37.62,58.67,373.31,58.1,33.46,36.26,23.5,65.23,37.22,50.1,96.27,42.0,30.49,48.54,14.54,19.73,16.3,222.44,26.11,50.43,32.15,70.02,20.59,30.17,170.23,86.94,23.21,37.83,32.69,38.84,70.64,45.87,6.28,22.74,28.97,31.96,25.3,16.06,9.41,15.11,70.21,58.37,64.91,49.76,30.13,53.78,22.37,14.38,4.55,6.93,13.42,68.77,29.02,81.98,14.79,49.34,29.03
2011-09-30,43.35,43.32,37.27,56.92,364.47,57.47,32.12,35.87,22.98,65.03,35.39,48.62,91.14,41.59,30.83,48.51,13.95,19.0,16.02,216.23,24.78,49.75,31.46,67.45,19.86,29.17,166.14,85.28,22.4,36.56,32.22,37.87,69.19,45.26,6.06,21.81,28.28,31.09,24.8,15.36,9.1,14.26,68.26,57.89,65.04,49.15,29.01,52.59,21.12,13.68,4.45,6.58,13.17,67.6,27.84,81.09,14.47,48.32,28.55
2011-10-03,41.75,41.95,36.4,54.8,358.05,55.97,30.68,35.21,22.65,64.71,33.44,46.48,86.83,41.42,30.44,48.57,13.47,18.11,15.71,211.98,23.82,48.79,30.46,66.64,19.44,28.35,164.64,82.78,21.53,35.21,31.63,36.37,66.11,44.59,5.47,20.33,27.33,29.88,24.62,14.83,8.82,13.62,66.97,57.58,63.71,48.86,28.6,51.46,20.89,13.46,4.34,6.34,13.53,66.22,26.48,79.43,14.18,47.12,27.94
2011-10-04,42.63,41.9,37.0,55.63,356.04,56.12,32.56,35.68,23.4,64.45,35.35,48.02,91.17,41.47,30.79,49.43,13.62,18.82,15.94,212.5,24.66,49.49,30.37,67.65,20.21,29.19,166.02,84.26,22.48,36.8,31.66,38.07,67.97,44.5,5.7,20.42,28.36,30.71,25.36,15.51,9.49,14.4,67.21,58.06,65.09,49.16,28.73,52.79,21.66,14.06,4.28,6.62,14.46,67.79,28.22,79.85,14.6,47.88,28.51
2011-10-05,43.76,42.06,36.84,56.41,361.54,55.97,33.03,36.33,23.91,64.42,36.37,49.26,90.89,41.98,30.96,49.22,14.0,18.78,16.3,219.5,25.64,49.16,30.51,68.14,20.65,29.18,168.02,87.19,22.75,37.7,31.92,38.7,69.58,45.32,5.71,21.22,29.2,31.05,26.24,16.94,9.94,14.7,66.69,58.04,64.91,48.93,29.03,53.79,22.45,14.88,4.26,6.73,15.92,68.83,28.76,79.25,15.14,47.94,28.43
2011-10-06,44.05,43.04,37.3,57.84,360.7,56.23,33.6,36.8,24.32,65.0,37.34,50.51,94.4,42.3,31.28,49.31,14.24,19.12,16.52,221.51,26.18,50.07,30.45,70.13,21.09,29.65,172.62,87.14,23.56,38.29,32.38,39.98,72.24,46.44,6.22,21.88,29.53,31.57,26.36,17.52,10.34,15.13,67.2,58.28,65.48,49.38,29.45,54.94,23.57,15.04,4.28,6.8,15.65,68.77,30.2,80.44,15.7,48.43,29.14
2011-10-07,43.92,42.07,37.79,58.15,353.46,56.65,33.58,37.25,24.24,64.99,36.77,50.44,89.35,42.41,31.32,50.2,14.21,18.25,16.71,224.74,25.63,50.07,30.69,69.35,21.06,29.25,173.29,86.95,22.79,38.33,32.41,40.51,70.76,45.14,5.84,20.83,29.12,32.08,26.94,17.08,10.06,14.84,66.13,58.56,66.26,49.54,29.03,55.5,23.41,14.78,4.22,6.77,15.47,68.47,28.63,80.52,15.61,48.91,28.92
2011-10-10,45.83,44.03,38.78,60.23,371.63,57.44,35.94,38.0,24.88,65.63,38.64,52.6,92.67,43.03,31.56,51.23,14.8,19.0,17.15,231.32,26.95,51.58,31.15,72.08,22.0,30.44,177.31,90.45,24.26,39.49,32.95,42.29,74.15,46.38,6.22,22.05,30.32,32.78,27.74,18.17,10.55,15.85,68.0,59.37,67.82,49.94,29.67,57.49,24.22,15.57,4.34,7.06,15.84,71.0,30.12,81.73,16.01,50.67,29.27
2011-10-11,45.88,44.33,38.56,60.18,382.6,56.58,37.61,37.65,24.93,65.43,39.01,52.92,93.21,42.38,31.67,51.15,14.8,19.58,17.08,235.48,26.63,51.33,31.11,71.79,21.94,30.34,175.77,89.89,24.19,39.72,32.97,42.22,75.58,46.0,6.3,22.23,30.62,32.83,27.57,18.76,10.58,15.6,67.31,59.16,68.33,50.1,29.98,57.3,24.39,15.65,4.34,7.01,15.86,70.99,30.12,82.49,15.92,50.8,29.42
2011-10-12,46.45,45.56,39.28,60.51,384.42,58.21,38.56,37.7,24.89,65.93,40.82,53.49,95.54,42.79,31.07,51.6,15.03,19.94,17.06,236.81,27.5,51.79,31.42,73.62,22.53,30.67,176.83,90.06,25.03,40.23,33.26,43.17,76.55,46.47,6.51,23.61,31.06,32.84,27.64,19.21,10.71,15.45,67.8,59.46,68.16,50.3,30.12,58.27,24.34,15.71,4.34,7.06,15.77,71.82,30.96,81.59,16.16,51.24,29.6
2011-10-13,46.34,44.88,39.09,59.76,390.38,57.89,38.68,38.05,25.1,65.39,41.07,53.94,92.68,42.73,30.89,51.43,14.87,20.22,17.0,236.15,27.43,51.8,31.38,73.09,22.49,31.3,177.5,90.07,24.26,40.04,33.29,43.63,76.31,46.02,6.16,22.88,31.13,32.54,28.29,19.56,10.67,15.9,67.7,59.24,68.42,49.86,30.01,57.61,24.11,15.83,4.38,7.12,15.93,71.08,29.47,82.47,16.32,50.32,30.1
2011-10-14,47.69,44.66,39.42,60.1,403.35,57.78,41.51,37.91,25.18,65.86,42.42,55.37,93.24,43.31,30.93,51.84,15.22,20.17,17.26,246.71,27.89,52.24,31.59,74.12,22.85,31.5,181.02,92.54,24.77,41.25,33.7,44.8,78.79,45.51,6.13,23.22,31.64,33.15,28.78,20.4,10.88,16.42,67.46,59.46,68.04,50.67,29.61,57.82,24.56,16.08,4.37,7.3,15.91,72.7,29.74,83.05,16.45,50.53,30.96
2011-10-17,47.24,43.71,38.68,58.12,401.43,57.46,39.19,37.55,24.91,65.22,40.7,54.48,93.41,42.65,31.77,51.21,14.88,20.37,16.94,242.33,26.7,51.21,31.2,71.29,22.36,30.61,177.28,90.82,22.68,40.05,33.37,43.7,76.39,44.63,5.97,22.1,31.12,32.77,28.11,19.55,10.73,15.61,67.32,58.88,66.9,50.66,29.56,56.79,23.39,15.45,4.33,7.05,15.7,72.11,28.95,81.87,16.09,49.87,30.27
2011-10-18,47.84,45.22,39.52,59.71,403.58,57.94,40.38,37.7,25.22,65.74,42.94,56.04,98.56,43.31,31.71,52.24,15.32,20.79,17.19,243.88,27.75,51.56,31.08,73.62,22.7,30.99,169.97,94.82,24.01,41.15,33.72,44.69,79.38,44.98,6.57,23.29,31.86,34.0,28.75,20.2,11.09,15.9,68.12,59.48,68.03,50.66,31.07,58.38,24.09,15.84,4.4,7.26,15.47,73.43,30.65,82.77,16.41,50.39,30.53
2011-10-19,48.09,44.69,39.59,59.37,381.01,57.66,40.35,37.64,25.05,65.54,42.74,54.7,97.16,43.24,31.64,52.58,15.14,20.24,17.05,231.53,27.12,50.68,31.21,73.0,22.47,30.64,168.54,94.17,23.38,40.07,33.43,43.98,78.3,45.04,6.33,22.4,31.57,33.48,28.15,19.72,10.88,15.7,67.34,59.81,67.57,50.34,30.52,58.22,23.5,15.38,4.37,7.2,15.94,73.0,30.07,82.75,16.08,50.09,30.16
2011-10-20,48.58,44.75,39.41,58.79,377.84,57.67,40.1,38.19,24.97,65.66,43.49,55.12,97.22,42.97,31.49,52.69,15.24,20.23,16.98,233.61,27.42,51.72,31.25,73.92,22.5,30.81,168.4,95.23,23.92,40.37,33.48,44.71,79.39,45.14,6.4,22.76,31.69,33.79,27.87,20.19,11.01,15.38,66.79,60.13,67.78,50.26,29.53,58.86,23.28,14.56,4.38,7.18,16.18,73.26,30.89,82.19,16.11,50.12,30.29
2011-10-21,49.66,46.95,40.52,60.76,375.51,57.82,41.69,39.09,25.08,66.85,44.42,56.54,98.41,44.33,32.0,53.21,14.95,20.71,17.27,234.78,28.17,52.43,31.75,75.61,23.23,31.68,172.56,97.2,24.43,41.3,34.23,45.4,82.34,46.34,6.39,23.85,32.82,34.86,28.35,20.45,11.54,15.93,67.61,61.21,69.3,50.8,30.4,60.88,23.88,14.74,4.41,7.39,16.12,74.58,31.17,85.25,16.29,51.69,31.04
2011-10-24,49.86,48.36,40.97,60.91,387.84,57.65,42.93,38.85,25.11,63.79,45.47,57.31,100.23,43.07,32.16,53.08,15.08,20.38,17.55,237.61,28.98,52.51,31.6,77.21,23.55,32.02,173.15,97.88,24.63,42.16,34.48,45.66,86.47,46.89,6.65,24.98,32.95,34.71,29.49,20.08,11.78,16.38,68.03,60.38,70.49,50.61,30.91,61.17,24.48,15.19,4.41,7.55,16.71,74.62,32.24,84.96,16.44,52.17,31.01
2011-10-25,48.86,47.88,40.42,59.94,380.19,57.39,41.57,38.23,24.76,63.69,44.2,56.98,96.82,42.47,31.7,53.01,14.87,20.21,17.1,227.15,28.3,50.29,31.18,72.38,23.11,30.92,171.36,96.25,23.73,41.11,34.37,45.07,84.7,45.11,6.39,24.02,32.1,34.09,28.82,18.86,11.7,15.86,66.32,59.59,70.64,49.78,30.43,60.82,23.57,15.1,4.37,7.57,16.24,73.94,31.23,84.74,16.51,52.4,30.64
2011-10-26,49.7,48.88,39.11,62.61,382.9,57.57,42.55,38.94,24.55,64.36,46.13,58.23,102.5,42.74,31.17,53.63,14.99,20.61,17.47,198.4,28.87,50.88,31.42,72.36,23.67,31.5,172.89,98.34,23.92,42.17,34.87,45.73,86.28,46.26,6.52,25.16,32.69,34.57,28.85,21.72,11.17,15.88,66.89,60.0,68.36,50.4,30.53,59.55,24.23,15.39,4.36,7.74,16.3,75.46,31.87,84.75,16.5,51.5,30.95
2011-10-27,50.36,50.44,40.36,63.49,386.81,58.38,43.97,38.87,25.16,65.04,48.41,60.24,112.2,43.11,31.99,54.04,15.92,22.06,17.98,206.78,30.3,52.19,31.93,76.48,23.47,33.33,176.6,100.37,25.14,44.58,35.89,47.62,90.76,47.31,7.15,26.35,33.79,35.2,29.78,22.66,11.37,15.7,69.26,60.28,67.74,50.89,32.02,61.15,25.39,15.79,4.66,8.09,16.63,76.21,34.52,86.34,17.28,53.39,31.52
2011-10-28,49.59,50.47,40.13,64.13,387.06,58.67,44.08,39.03,24.91,64.45,48.87,60.07,111.68,43.06,31.69,53.42,15.81,22.38,17.96,217.32,29.82,51.93,32.1,76.1,22.77,33.12,178.09,100.98,25.15,45.15,35.47,47.04,91.25,47.11,7.27,26.17,33.48,34.16,29.48,23.06,11.3,13.73,69.66,59.79,67.54,50.62,32.4,61.02,26.29,15.78,4.66,8.05,16.56,75.84,34.21,86.14,17.39,53.65,31.78
2011-10-31,48.15,49.04,40.73,61.89,386.9,58.44,42.07,38.91,24.59,63.84,48.06,57.98,105.6,42.66,31.12,53.02,15.32,20.97,17.46,213.51,28.66,50.38,31.81,74.24,22.38,31.79,175.42,96.76,24.06,43.97,34.98,45.15,89.0,45.55,6.76,24.53,33.02,33.86,28.76,21.25,10.99,13.12,66.71,59.11,67.96,50.09,29.76,59.83,25.03,15.29,4.33,7.72,15.64,72.68,32.41,85.74,17.36,53.49,31.3
2011-11-01,46.95,47.46,39.34,59.42,378.99,57.77,40.91,38.13,24.0,62.92,46.35,56.63,99.81,41.58,30.34,52.56,14.69,19.71,17.52,212.1,27.87,49.32,31.22,71.9,21.94,30.24,172.3,94.02,23.0,42.88,34.13,43.61,86.33,44.87,6.33,23.27,31.94,33.61,27.94,20.93,10.43,13.23,65.26,57.93,66.25,49.49,29.96,57.25,24.12,14.64,4.24,7.49,14.93,70.68,30.5,84.87,16.48,50.92,30.7
2011-11-02,47.77,48.75,39.79,60.58,379.85,57.94,41.09,38.06,24.02,63.28,47.25,57.87,102.3,41.51,30.92,53.15,14.9,18.53,17.7,215.62,28.64,49.37,31.56,73.34,21.97,30.39,174.74,96.29,23.64,43.75,34.44,44.15,88.51,45.04,6.65,24.03,31.68,34.04,28.13,21.72,10.5,13.1,64.84,58.07,66.72,49.93,29.95,57.74,24.38,14.95,4.23,7.64,15.1,72.01,31.37,85.44,16.73,51.7,30.75
2011-11-03,48.74,50.07,40.79,62.27,385.26,58.3,42.36,39.18,24.5,63.82,48.59,59.53,103.8,41.78,30.67,53.67,15.28,18.31,18.02,218.29,29.3,50.51,31.97,74.82,22.26,31.34,177.95,97.75,24.08,44.69,35.92,45.06,90.45,45.37,6.84,24.47,32.47,34.47,29.12,21.97,10.66,13.6,65.39,58.39,68.13,46.12,30.27,59.31,25.25,15.16,4.31,7.88,15.48,73.4,32.06,85.87,17.04,53.15,30.88
2011-11-04,48.88,49.58,40.72,61.9,382.56,57.55,42.56,39.08,24.24,63.84,48.6,58.66,101.25,41.57,31.09,53.75,15.02,17.92,17.82,216.48,28.76,50.05,31.56,74.5,21.72,30.34,177.08,98.03,23.7,44.55,36.6,44.27,90.21,44.6,6.42,23.76,32.5,34.42,29.75,22.28,10.61,13.48,65.18,58.22,68.51,46.12,30.41,59.14,25.37,14.86,4.25,7.99,15.24,73.08,31.68,86.62,16.9,52.96,30.64
2011-11-07,49.48,49.65,41.9,62.36,382.07,58.02,42.39,39.07,24.75,64.28,48.17,58.72,101.76,41.75,31.06,54.16,15.02,17.99,18.19,217.0,28.96,49.75,31.76,74.87,21.62,30.14,177.97,99.21,23.72,44.81,36.81,44.31,89.51,44.1,6.38,23.57,32.96,35.31,29.5,22.61,10.56,13.87,65.48,58.62,70.07,46.61,30.37,59.84,26.23,15.04,4.35,7.98,15.69,73.86,31.93,87.37,16.88,53.94,30.95
2011-11-08,50.28,49.74,42.15,63.1,388.28,59.1,42.3,39.63,25.08,64.91,48.75,59.59,104.66,42.22,31.11,55.45,15.11,17.48,18.38,217.99,28.81,50.18,31.97,76.88,21.73,30.86,178.62,100.26,24.76,45.56,37.59,45.5,90.35,44.43,6.46,23.9,33.3,35.88,29.52,22.74,10.93,13.93,64.61,59.31,70.19,46.1,30.13,60.7,26.19,15.08,4.32,8.06,15.97,74.68,32.66,87.35,17.16,54.21,31.64
2011-11-09,48.54,47.67,40.9,61.11,377.81,57.82,40.5,38.17,24.19,63.9,46.82,56.17,96.08,41.28,29.94,54.26,14.53,17.2,17.7,211.22,27.5,48.75,31.21,74.22,20.63,29.22,173.84,96.05,23.32,43.53,36.96,43.3,86.34,43.29,6.1,22.39,31.84,35.14,28.36,22.03,10.39,13.39,64.01,57.94,68.9,45.35,29.1,58.68,24.77,14.32,4.2,7.64,15.92,72.46,30.34,85.55,16.5,53.06,29.95
2011-11-10,49.39,47.56,41.16,61.38,368.2,58.45,40.75,38.89,24.27,64.52,47.33,57.33,95.91,41.6,30.15,54.34,14.72,17.11,18.12,210.79,27.54,48.76,31.38,75.46,21.16,29.84,174.9,97.17,23.4,43.84,37.07,43.46,86.87,43.45,5.97,23.0,32.24,35.18,28.64,22.12,10.34,13.7,64.45,58.42,68.16,45.63,29.2,59.07,25.18,14.47,4.2,7.67,15.95,73.69,30.53,86.11,17.44,53.78,30.28
2011-11-11,49.87,48.8,41.97,63.35,367.63,58.75,41.41,39.41,24.85,65.11,50.1,58.28,97.99,42.09,31.0,55.34,14.94,17.54,18.3,217.39,28.77,49.65,31.72,77.31,21.5,30.39,178.74,98.6,23.94,44.77,37.78,44.51,90.57,44.8,6.15,23.7,33.23,36.0,29.48,21.39,10.49,14.13,64.12,59.02,69.32,45.94,29.51,61.25,25.95,14.85,4.24,7.75,16.27,74.64,31.03,87.5,17.82,54.92,31.04
2011-11-14,49.57,47.91,41.59,64.32,362.5,58.3,41.12,38.94,24.71,65.18,49.99,57.36,95.71,41.84,30.61,55.05,14.76,17.51,18.12,218.93,28.36,49.25,31.57,76.91,21.2,30.01,178.72,97.79,23.42,44.52,37.33,44.2,90.95,44.2,5.99,23.39,32.67,36.18,29.16,21.23,10.37,13.84,64.31,58.24,69.26,45.88,29.43,60.87,25.7,14.82,4.3,7.69,16.0,73.93,30.35,86.85,17.75,54.51,30.51
2011-11-15,49.77,48.39,42.02,64.32,371.65,59.88,40.3,39.26,24.88,65.37,50.51,57.92,96.15,41.91,30.72,53.71,14.85,17.42,18.19,217.83,28.4,49.21,31.66,76.91,21.29,29.94,180.05,95.12,23.6,44.57,37.5,43.5,91.46,43.95,6.07,22.97,32.81,36.01,29.15,21.62,10.23,13.96,63.94,58.71,69.7,46.02,29.4,61.5,26.57,15.12,4.27,7.69,15.93,74.05,30.49,87.23,17.92,55.06,30.3
2011-11-16,48.22,46.62,41.01,62.8,367.77,60.43,39.19,38.59,24.25,64.38,49.45,56.54,92.15,41.84,30.41,52.98,14.62,16.87,17.92,211.99,27.84,49.0,31.2,76.91,20.53,29.76,178.02,93.81,23.27,43.46,37.05,43.49,90.22,43.51,5.84,22.3,32.07,35.79,29.44,19.6,9.94,13.91,63.54,58.45,67.99,45.43,28.64,60.6,26.28,14.64,4.19,7.57,15.72,73.27,29.35,86.01,17.62,54.16,30.08
2011-11-17,48.09,45.24,40.4,62.57,360.73,59.5,38.44,38.26,23.76,64.13,48.49,56.55,89.02,41.56,30.46,53.03,14.34,16.8,17.82,204.52,27.75,48.71,31.02,75.56,20.28,29.59,177.17,92.91,23.02,42.51,37.05,42.93,88.39,43.19,5.74,21.74,31.45,35.58,28.44,19.0,9.57,13.7,64.33,58.14,67.3,45.63,28.66,59.11,25.67,14.43,4.18,7.48,15.34,72.9,28.43,85.22,17.32,52.67,29.99
